umn_plantID,common_name,scientific_name,height,spread,form,seasonal_interest,seasonal_interest_specific,flower_color,landscape_use,light,zone,soil,notes
2828,Stiff Goldenrod,Solidago rigida,48 in,18 in,Upright,Early fall;      Late summer,Stems serve as perches for songbirds. Seeds are important late-season food for birds.,Yellow,Attract wildlife;      Native;      Natural planting;      Pollinator garden;      Prairie planting;      Raingarden;      Xeriscaping,Full sun,"3, 4, 5, 6, 7, 8, 9",Adaptable;      Tolerates dry;      Tolerates poor,Dry the flower heads for arrangements. Widely adaptable and thrives in very poor soils.
2111,Stiletto Hosta,Hosta,6 in,8 in,Upright,Summer,Narrow;  wavy;  lance-shaped medium green leaves with very narrow white margins.,Purple,Border;      Boulevard planting,Full sun;      Part sun,"4, 5, 6, 7", ,Small  upright hosta. Narrow  wavy  lance-shaped medium green leaves with very narrow white margins. Purple striped flowers.
2265,Stock,Matthiola incana,18 in,10 in,Upright,Early summer;     Mid-summer;     Late summer,Very fragrant;  mostly double flowers,Mixed,Border;     Cutting;     Fragrance,Full sun;     Part sun,Annual,Prefers evenly-moist,Best in cool weather
2702,Stokes' Aster,Stokesia laevis,24 in,18 in,Upright,Late summer;     Early fall,"3"" fringed multi-colored flowers",White; Lavender; Purple,Cutting,Full sun,"5, 6, 7, 8, 9",Prefers well-drained;     moist soil, 
1999,Stoplight Heucherella,Heucherella,6 in,16 in,Clump;      Mound,Early summer;      Late summer;      Mid-summer,Bright yellow leaves have a dark red central blotch that gradual into red veining. Foliage color more muted for summer.,White, , ,"4, 5, 6, 7", , 
1964,Stormy Seas Coral Bells,Heuchera,12 in,15 in,Clump;      Mound,Mid-summer,Ruffled burgundy foliage with a metallic cast and white flowers,White,Border;     Attract hummingbirds,Full sun;      Part sun,"4, 5, 6, 7, 8", ,Remove old flowers for longer bloom.
97,Strata Apple Serviceberry,Amelanchier xgrandiflora,25 ft,30 ft,Rounded; Upright, ,Abundant;  delicate;  white flowers emerge in early spring. Purple/black fruit forms in summer. Green summer foliage turns yellow-purple in fall.,White,Attract wildlife; Edible landscape; Fruit; Natural planting; Pollinator garden,Full sun; Part sun,"4, 5, 6, 7", ,Good for pollinators. Blooms on old wood. Prune after blooming.
2663,Strawberries & Cream Sedum,Sedum telephium,18 in,20 in,Upright;     Rounded,Late summer,interesting flower heads with dark red and white florets., ,Border;      Boulevard planting;      Pollinator garden;      Rock garden,Full sun,"4, 5, 6, 7, 8", ,Will benefit from some pinching to keep it full and bushy. Good for pollinators.
2450,Strawberries and Cream Ribbon Grass,Phalaris arundinacea,24 in,48 in,Upright,Mid-summer,Striking white and green striped foliage blushed with pink; flower spikes have pink cast. Pink color is best in spring / early summer as it fades in summer heat.,White,Border;      Boulevard planting,Full sun;      Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist,Blooms in early summer; god winter interest. Spreads by rhizomes but not as invasive as ribbon grass species.
1935,Strawberry Candy Daylily,Hemerocallis,26 in,30 in,Upright;     Mound,Early summer;      Late summer;      Mid-summer,Strawberry pink with rose-red eyezone and golden green throat,Pink,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9", , 
1831,Strawberry Fields Gomphrena,Gomphrena globosa,18 in,8 in,Upright;     Rounded,Early summer;     Late summer;     Mid-summer,"1"" globe shaped strawberry red flowers",Red,Border;     Cutting;     Drying,Full sun,Annual,Tolerates dry,Easy to dry
1707,Strawberry Foxglove,Digitalis mertonensis,48 in,24 in,Upright,Early summer; Mid-summer,Burgundy freckles inside. Biennial. Forms rosette plant year 1 and blooms second year., , , ,"3, 4, 5, 6, 7, 8", , 
629,Strawberry Parfait Crabapple,Malus,25 ft,25 ft, ,Fall;      Spring;      Summer,Spring fragrant pink flowers with rose margins; foliage reddish purple turning green; fruit yellow with red blush which persists into fall.,Pink,Attract wildlife;      Boulevard planting;      Pollinator garden,Full sun,"4, 5, 6, 7",Prefers acidic;      Prefers well-drained,Good for pollinators. Blooms on old wood.
1965,Strawberry Swirl Coral Bells,Heuchera,15 in,18 in,Clump;      Mound,Mid-summer,Ruffled green foliage with light silver sheen and pink flowers,Pink,Border;     Attract hummingbirds,Full sun;      Part sun,"4, 5, 6, 7, 8",Prefers well-drained;      Prefers evenly-moist;      Prefers loam,Deadhead for longer bloom.
1536,Strawflower,Bracteantha bracteata,10 in,12 in,Mound,Early summer; Mid-summer; Late summer,Daisy like papery flowers,Yellow,Border; Container,Full sun,Annual, ,Series: Sundaze
2856,Striped cranesbill,Geranium sanguineum var. striataum,18 in,15 in,Mound,Mid-spring; Late spring; Early summer; Mid-summer; Late summer, ,Pink,Border; Butterfly garden; Fragrance; Ground cover; Natural planting; Pollinator garden; Raingarden; Rock garden,Full sun,"3, 4, 5, 6, 7, 8",Adaptable, 
18,Striped Maple,Acer pensylvanicum,20 ft,20 ft,Rounded, ,Green summer foliage turns a striking yellow color in fall. Silver-red bark with white stem striations gives plant interest year round.,Yellow,Natural planting; Pollinator garden; Shade tree; Street tree,Part sun,"3, 4, 5, 6, 7", ,Understory native tree. Good for pollinators. Subject to winter sun scald when grown in the open so it needs protection from wind and sun.
1576,Striped Moptop Sedge,Carex caryophyllea,6 in,12 in,Clump;     Spreading,Early fall;      Early summer;      Late summer;      Mid-summer,Dark blue-green foliage with gold margin., ,Border;      Fairy garden;      Rock garden;      Water garden;      Woodland garden,Full sun;      Part sun,"4, 5, 6, 7, 8, 9",Prefers evenly-moist, 
2562,Striped Squill,Puschkinia scilloides var. libanotica,5 in,3 in,Upright,Early spring; Mid-spring,Plants emerge early and bloom in mid-spring; after blooming plants produce bulbs and droop to soil. Mulch can be placed directly over wilted Squill to ensure a hearty comeback the following spring.,Blue; White,Border; Natural planting; Rock garden,Full shade; Full sun; Part sun,"4, 5, 6, 7, 8",Adaptable; Tolerates dry,Can be planted under trees; tolerates dry shade conditions.
2105,Striptease Hosta,Hosta,20 in,24 in,Mound,Early summer;      Late summer;      Mid-summer,Wide green-margined leaves with narrow band of gold and white in the center, ,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8, 9", , 
1936,Strutter's Ball Daylily,Hemerocallis,28 in,20 in,Upright;     Mound,Early summer;      Late summer;      Mid-summer,Dark purple blooms with lemon-green torat and silver markings,Purple,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9", , 
220,Sugar Candy  Clematis,Clematis,10 ft,3 ft,Climbing;     Twining,Summer;     Fall, ,Pink,Focal point;      Fragrance;      Screen,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,"6-8"" flowers  pink-mauve pointed petals with a dark center bar and contrasting yellow anthers with pink-gray filaments."
59,Sugar Cone Maple,Acer saccharum,20 ft,8 ft,Pyramidal, ,Yellow fall color., ,Focal point; Pollinator garden,Full sun,"4, 5, 6, 7, 8", ,A dwarf selection Sugar Maple. An outstanding specimen plant with dense  slow-growing habit. Good for pollinators.
51,Sugar Maple,Acer saccharum,80 ft,60 ft,Rounded, ,Yellow flowers emerge in late spring. Dark green summer foliage turns red/orange in fall.,Green; Yellow,Native; Natural planting; Pollinator garden; Shade tree; Street tree,Full sun; Part sun,"3, 4, 5",Prefers evenly-moist; Prefers well-drained,Very hardy native shade tree. Good for pollinators.
1125,Sugar Plum Fairy¨  Lilac,Syringa,5 ft,5 ft,Rounded,Spring,Single fragrant flowers,Lavender,Border;      Foundation planting;      Hedge;      Pollinator garden,Full sun,"3, 4, 5, 6, 7", ,One of Bailey's Nurseries Fairytale¨ Series of dwarf Lilacs. Compact form. Developed by Neal Holland of Sheyenne Gardens. Fragrant. Good for pollinators.
637,Sugar Tyme¨ Crabapple,Malus,20 ft,15 ft,Upright,Fall;      Spring;      Winter,Spring white flowers followed by red fruit which persists through winter and for several years. Crisp green foliage in summer.,White,Attract wildlife;      Boulevard planting;      Pollinator garden,Full sun,"4, 5, 6, 7",Prefers acidic;      Prefers well-drained,A 1999 Michigan Growers' Choice Award winner. Excellent plant. Good for pollinators. Blooms on old wood.
2122,Sulfur Queen Spider Lily,Hymenocallis,24 in,20 in,Upright;     Open,Early summer;     Mid-summer;     Late summer,fragrant,yellow, ,Full sun;     Part sun,Annual, , 
2826,Sullivant's milkweed,Asclepias sullvantii,48 in,12 in,Upright,Winter; Summer; Fall,Pink flowers in summer. Attracts monarch butterflies. Smooth leaves. Succulent-like.,Pink,Attract wildlife; Butterfly garden; Drying; Native; Natural planting; Pollinator garden; Prairie planting; Raingarden,Full sun,"4, 5, 6, 7",Prefers loam,Long-lived; well-behaved relative of common milkweed. Less aggressive; spreads slowly by rhizomes. Listed as threatened in Minnesota;  Wisconsin; Michigan.
1746,Sulphureum Barrenwort,Epimedium versicolor,12 in,12 in,Mound,Mid-spring; Early summer; Mid-summer; Late summer; Early fall,Spurred yellow flowers form above mounding foliage in spring. Heart shaped foliage has a red color in spring and fall.,Yellow,Border,Full shade; Part shade,"3, 4, 5, 6, 7, 8",Tolerates dry,Can be planted under trees; tolerates dry shade conditions.
2106,Sultana Hosta,Hosta,10 in,20 in,Mound,Early summer;      Late summer;      Mid-summer,Leaves are dark green in center with gold margin,Lavender,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8, 9", , 
2027,Sum and Substance Hosta,Hosta,48 in,72 in,Mound,Mid-summer,Chartreuse-green rounded;  thick leaves,White,Border;      Boulevard planting,Part sun,"4, 5, 6, 7, 8", ,Extremely large yellow to chartreuse foliage. Needs some sun to keep the color yellow. 2004 Hosta of the Year.
2016,Sum of all Hosta,Hosta,40 in,60 in,Mound,Early summer;     Late summer;     Mid-summer,Large;  puckered green leaves with a very wide gold margin.,Lavender,Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers evenly-moist;     Prefers well-drained,Large puckered green leaves with a very wide gold margin. Leaf shape: broadly ovate.
2581,Summer Blaze Black Eyed Susan,Rudbeckia,24 in,18 in,Upright,Early fall;      Late summer,Flowers are golden with a brown center,Brown;  Gold,Border;      Cutting;      Natural planting;      Pollinator garden;      Prairie planting,Full sun,"4, 5, 6, 7, 8, 9",Adaptable,Tolerates hot dry summer. Good for pollinators.
1666,Summer Blues Delphinium,Delphinium grandiflorum,12 in,12 in,Mound,Early summer,Sky blue flowers and lacy foliage,Blue,Border;      Pollinator garden,Full sun,"3, 4, 5, 6, 7, 8, 9", ,Good for pollinators.
861,Summer Crisp Pear,Pyrus,15 ft,12 ft,Upright, ,Ripens in mid-August. Late summer yellow fruit. Pick when fruit is still green. Will store up to two months.,White,Edible landscape;  Fruit;  Pollinator garden,Full sun,"4, 5, 6, 7, 8", ,Released by University of Minnesota in 1985. Use either 'Parker' or 'Patten' as pollinator.
2053,Summer Fragrance Hosta,Hosta,24 in,40 in,Mound,Mid-summer,Light green leaves with irregular white margin,Lavender,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist, 
1181,Summer Glow Tamarisk,Tamarix ramosissima,10 ft,8 ft,Upright,Summer,Interesting feathery silver-blue foliage; rosy flower spikes throughout most of summer., ,Border,Full sun,"2, 3, 4, 5, 6, 7",Adaptable;      Prefers well-drained,Very salt tolerant. May have winter injury. Formerly called T. pentandra 'Summer Glow' .
414,Summer Lace Honeylocust,Gleditsia triacanthos inermis,65 ft,50 ft,Open; Upright, ,Lacey foliage emerges light green;  darkens throughout the season;  and turns yellow in the fall. Yellow-green flowers resemble fluffy catkins and bloom from mid spring-early summer. Blooms give way to long;  windy;  decorative seed pods.,Green; Yellow,Shade tree; Street tree,Full sun,"4, 5, 6, 7",Prefers alkaline; Prefers evenly-moist; Tolerates dry; Tolerates sandy soil,Draught tolerant.
1667,Summer Nights Delphinium,Delphinium grandiflorum,12 in,12 in,Mound,Early summer,Midnight blue flowers and lacy foliage,Blue,Border;      Pollinator garden,Full sun,"3, 4, 5, 6, 7, 8, 9", ,Good for pollinators.
1862,Summer Nights Sunflower,Heliopsis helianthoides,48 in,36 in,Upright,Early summer;      Late summer;      Mid-summer,Gold flower with orange-red centers. Spring red stems with purple-red foliage,Gold,Border;      Prairie planting;     Pollinator garden;     Butterfly garden,Full sun,"3, 4, 5, 6, 7, 8, 9", ,Deep golden yellow flowers with deep mahogany centers. Top dark red stems and red-tinged foliage. Prefers moist   well-drained soil in Full sun. Nectar source for adult monarchs.
1320,Summer Pastels Yarrow,Achillea millefolium,24 in,15 in,Clump; Upright,Early summer; Mid-summer; Late summer,Mix of white;  cream;  lemon;  yellow;  salmon;  orange;  red;  lilac and purple colors, ,Border; Boulevard planting; Butterfly garden; Cutting; Drying; Foundation planting; Natural planting; Pollinator garden; Prairie planting,Full sun,"3, 4, 5, 6, 7, 8",Adaptable; Prefers well-drained; Tolerates alkaline; Tolerates dry,All American Selections Award Winner. Cutting flowers before pollen develops will retain color when dry. Good for pollinators. Nectar source for adult monarchs.
2621,Summer Savory,Satureja hortensis,24 in,24 in,Mound,Early summer;     Mid-summer;     Late summer,flower color changes over time;  leaves have a peppery taste,Lavender,Edible landscape,Full sun,Annual, , 
1662,Summer Skies Pacific Giant Delphinium,Delphinium,60 in,24 in,Upright,Early summer;     Mid-summer,"Medium blue spikes with white ""bees"".",Blue,Cutting;     Butterfly garden;     Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers high organic matter;     Prefers evenly-moist;     Prefers well-drained,If sown early blooms first year from early summer till frost. Thrives in rich deeply worked soil. Prefers cool moist summer nights. Good for pollinators.
1231,Summer Snow Hemlock,Tsuga canadensis,20 ft,15 ft,Upright;     Spreading,Fall;      Spring;      Summer;      Winter;      Year-round,Spreading form with new white growth, , ,Part sun,"3, 4, 5, 6, 7", ,A unique hemlock with dark green foliage and contrasting white new growth. Upright  spreading growth habit.
1136,Summer Snow Japanese tree Lilac,Syringa reticulata,20 ft,20 ft,Oval, ,Large white panicles of fragrant flowers emerge in early summer., ,Pollinator garden; Street tree,Full sun,"4, 5, 6, 7",Adaptable; Prefers well-drained; Tolerates dry; Tolerates sandy soil,Good for pollinators.
2507,Summer Snow Obedient Plant,Physostegia virginiana,24 in,18 in,Upright;     Narrow,Early fall;      Late summer;      Mid-summer,Upright flower spikes form in clumps usually needing to be staked,White,Border;      Cutting;      Natural planting;      Pollinator garden;      Raingarden,Full sun;      Part sun,"2, 3, 4, 5, 6, 7, 8, 9",Adaptable;      Prefers evenly-moist,May need staking; in fertile soils may spread quickly. Spikes make excellent cut flowers. Native to the U.S. Common name arises from ability of individual flowers to hold any position you attempt to give them. Other common names: Summer Snow False Dragonhead. Good for pollinators.
1219,Summer Sprite Linden,Tilia cordata,20 ft,10 ft,Pyramidal, ,Yellowish fragrant flowers;  fall yellow foliage,Yellow,Pollinator garden; Shade tree,Full sun,"4, 5, 6, 7", ,Does not tolerate salt - naturally dwarf Linden selection w dense  compact growth habit. Good for pollinators.
1859,Summer Sun False Sunflower,Heliopsis helianthoides,36 in,24 in,Upright,Early fall;      Late summer;      Mid-summer, ,Gold,Border;      Prairie planting;     Pollinator garden;     Butterfly garden,Full sun,"4, 5, 6, 7, 8, 9",Tolerates dry,Nectar source for adult monarchs.
1902,Summer Wine Daylily,Hemerocallis,24 in,18 in,Upright;     Mound,Late summer;      Mid-summer,5 1/2-inch wine flowers,Red,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist,Deadhead frequently to promote repeat flowering.  Divide in Late summer or fall.
679,Summer Wine¨ Ninebark,Physocarpus opulifolius,6 ft,6 ft,Arching; Rounded, ,Pinkish-white flowers in mid-summer. Dark reddish-purple foliage. Tidy compact branching with fine  deeply cut  dark crimson-red leaves. White button-like flowers bloom in May and June.,White,Border,Full sun,"3, 4, 5, 6, 7", ,An improved ninebark hybrid that resulted from a cross between Dwarf Ninebark and Diablo Ninebark. Proven Winner¨ ColorChoice¨ Program. Blooms on old wood.
1786,Summer's Kiss Blanket Flower,Gaillardia grandiflora,18 in,12 in,Mound,Early fall;      Late summer;      Mid-summer, , ,Border;      Pollinator garden;     Butterfly garden;     Cutting,Full sun,"3, 4, 5, 6, 7, 8",Tolerates dry,Requires deadheading. Nice bushy habit. Good drought tolerance once established. Good for pollinators. Nectar source for adult monarchs.
319,Summersweet Clethra,Clethra alnifolia,8 ft,6 ft,Upright,Summer;     Fall,Summer white flower spikes.,White,Border;      Foundation planting,Full sun;      Part sun,"4, 5, 6, 7, 8, 9",Prefers acidic;      Prefers evenly-moist,Blooms on new wood.
549,Summertime  Maackia,Maackia amurensis,20 ft,15 ft,Rounded; Upright, ,Leaves are silvery in spring;  maturing to deep green in summer. Creamy;  bottlebrush-like flowers in mid to late summer with interesting bark in winter. Small;  papery seedpods in autumn.,Cream, ,Full sun,"3, 4, 5, 6, 7, 8", ,A University of Minnesota introduction from Dr. Harold Pellett. Excellent small tree with multi-season interest. Low branching  single-trunk. UMN Release 2001.
2152,Sun Cascade Yellow Flag,Iris pseudacorus,50 in,24 in,Upright,Early summer,Large double yellow flowers for water garden or moist areas,Yellow,Border; Water garden,Full sun,"3, 4, 5, 6, 7, 8, 9", ,MNDNR Ecological Threat: It competes with native shoreland vegetation. It is a Eurasian plant that is still sold commercially for use in garden pools. Yellow iris is a regulated invasive species in Minnesota.
2054,Sun Power Hosta,Hosta,24 in,36 in,Mound,Mid-summer,Wavy gold leaves hold color in shade,Lavender,Border; Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist, 
1624,Sunburst Coreopsis,Coreopsis lanceolata,36 in,24 in,Upright,Early summer; Mid-summer; Late summer,Large yellow - gold flowers in summer.,Gold; Yellow,Border; Butterfly garden; Natural planting; Pollinator garden; Raingarden; Xeriscaping,Full sun,"3, 4, 5, 6, 7, 8, 9",Adaptable; Tolerates dry,Good for pollinators.
418,Sunburst¨ Honeylocust,Gleditsia triacanthos var. inermis,35 ft,35 ft,Open; Upright, ,Lacey foliage emerges yellow;  darkens to green through the season;  and turns yellow in fall., ,Shade tree; Street tree,Full sun; Part shade,"4, 5, 6, 7, 8",Prefers alkaline; Prefers evenly-moist; Tolerates dry; Tolerates sandy soil,Thornless and seedless. A graceful spreading tree that offers light shade; allows grass to grow underneath.
1937,Sunday Gloves Daylily,Hemerocallis,26 in,20 in,Upright;     Mound,Early summer;      Late summer;      Mid-summer,Fragrant near-white blossoms with ruffled edges and soft yellow center,White;  Yellow,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9", , 
1733,SundownTM Big Sky SeriesTM Coneflower,Echinacea x,30 in,18 in,Upright,Late summer,Fragrant russet-orange flowers with a prominent brown central cone.,Orange,Pollinator garden;     Fragrance;     Butterfly garden,Full sun,"4, 5, 6, 7, 8, 9", , 
1848,Sunflower,Helianthus annuus,60 in,16 in,Upright,Mid-summer; Late summer,Daisy-like flower heads 3 to 10 inches in diameter -  Some flowers are double or furry.,Bronze; Cream; Maroon; Orange; Red; Yellow,Attract wildlife; Border; Cutting; Native; Natural planting; Pollinator garden,Full sun,Annual,Tolerates dry,Tolerates hot dry conditions. Good for pollinators.
816,Sungold Apricot,Prunus,14 ft,12 ft,Upright, ,Gold fruit is mild and sweet- hangs on tree until ripe.,White,Attract wildlife;  Edible landscape;  Fruit;  Pollinator garden,Full sun,"4, 5, 6, 7, 8", ,Released by the University of Minnesota in 1960. Good for eating and  sauce  and especially jam. Use 'Moongold' as pollinator. Good for pollinators.
1207,Sunkist Arborvitae,Thuja occidentalis,12 ft,5 ft,Upright, ,Dense;  flattened foliage with golden tips., ,Backdrop; Focal point; Hedge; Screen,Full sun; Part sun,"4, 5, 6, 7, 8",Tolerates alkaline; Tolerates clay; Tolerates wet, 
2777,Sunny Borders Blue Veronica,Veronica,20 in,10 in,Upright;     Clump,Late summer;      Mid-summer,Blooms almost all season long - navy blue flowers,Blue,Border;      Boulevard planting;      Cutting;      Pollinator garden,Full sun;      Part sun,"3, 4, 5, 6, 7",Adaptable;      Tolerates dry,Blooms all summer especially if old flowers are removed regularly.  1993 Perennial Plant of the Year.
2200,Sunny Side Up Shasta Daisy,Leucanthemum x superbum,15 in,18 in,Mound,Early summer;     Mid-summer;     Late summer;     Early fall; ,Large semi-double flowers around a central yellow-orange disc center. Dark green toothed foliage.,White, ,Full sun,"4, 5, 6, 7, 8, 9", ,Large semi-double white flowers around a central yellow-orange disc center. Dark green toothed foliage.
1620,Sunray Coreopsis,Coreopsis,24 in,18 in,Mound,Early summer; Mid-summer; Late summer,"2"" diameter semi-double flowers on 2-ft tall plants. Simple lower leaves and deeply lobed upper leaves form a dense mound of foliage.",Yellow,Border; Cutting; Natural planting; Pollinator garden,Full sun,"4, 5, 6, 7, 8, 9",Adaptable; Tolerates dry,Long blooming if deadheaded regularly. Good for pollinators.
1735,Sunrise Big Sky SeriesTM Coneflower,Echinacea x,36 in,18 in,Upright,Late summer;      Mid-summer,Fragrant, ,Border;      Cutting;      Natural planting;      Pollinator garden;     Butterfly garden,Full sun,"4, 5, 6, 7, 8, 9", ,This cultivar is the result of crosses between E. purpurea and E. paradoxa. 'Sunrise' is a beautiful yellow with a central cone of green that matures to gold - rose fragrance. From Itsaul Nurseries in Georgia. Good for pollinators.
406,Sunrise Forsythia,Forsythia x,5 ft,5 ft,Rounded,Spring,Spring bright yellow flowers. Full dense habit.,Yellow,Border,Full sun,"4, 5, 6, 7, 8",Adaptable,Iowa State University introduction. Flower buds are hardy to -20¡F. Stem-hardy above the snowline in zone 4. Blooms on old wood.
974,Sunrise Sunset  Garden Path,Rosa,3 ft,4 ft,Rounded,Summer,Bright fuchsia-pink petals;  blending to apricot near the centers. Everbloomer, ,Border;      Foundation planting;      Pollinator garden,Full sun,"4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,A vigorous grower  even in zone 4. Own root. Good for pollinators.
1736,Sunset Big Sky SeriesTM Coneflower,Echinacea x,30 in,18 in,Upright,Late summer;      Mid-summer,Fragrant,Orange,Border;      Cutting;      Natural planting;      Pollinator garden;     Butterfly garden,Full sun,"4, 5, 6, 7, 8, 9", ,An electrifying orange with overlapping petals and rose fragrance. Vigorous and bushy growth habit. From Itsaul Nurseries in Georgia. Good for pollinators.
262,Sunset Clematis,Clematis,10 ft,3 ft,Climbing;     Twining,Summer;     Fall, ,Red,Focal point;      Fragrance;      Screen,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,"Flowers are dark velvet red  5-7"" with purple edges. Vigorous growing plant."
2664,Sunset Cloud Sedum,Sedum telephium,12 in,24 in,Upright;     Rounded,Early summer;      Late summer;      Mid-summer,Purple grey leaves,Red,Border;      Boulevard planting;      Pollinator garden;      Rock garden,Full sun;      Part sun,"4, 5, 6, 7", ,1972 hybrid S. maximum 'Atropurpureum' x S. telephium var. Bordersi by Jim Archibald's former nursery The Plantsman. Good for pollinators.
1997,Sunspot Foamy Bells,Heucherella,16 in,12 in,Clump;      Mound,Mid-spring,Bright yellow foliage with bright red centers; pink flowers,Pink,Border,Full sun;      Part sun,"3, 4, 5, 6, 7", , 
1490,Superba Astilbe,Astilbe chinensis var. taquetii,48 in,36 in,Mound; Upright,Late summer; Early fall,Late summer blooming. Flowers are rose-colored to magenta.,Pink; Purple,Border; Cutting,Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist; Tolerates alkaline,Good heat tolerance.
1569,Superba Clustered Bellflower,Campanula glomerata,18 in,18 in,Upright,Late spring;      Early summer, ,Purple,Border,Full sun;      Part sun,"4, 5, 6, 7",Prefers well-drained, 
2765,Superbus Globeflower,Trollius europeus,24 in,12 in,Upright,Early summer,Lemon-yellow globe-shaped flowers and dark green foliage,Yellow,Border,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist;      Prefers well-drained,Best if given shade from hot afternoon sun.  Main flowering time is May but can re-bloom in August if pruned in Mid-summer.
31,Superform Maple,Acer platanoides,60 ft,45 ft,Oval; Upright, ,Deep green summer foliage turns yellow in fall., ,Pollinator garden; Shade tree,Full sun,"4, 5, 6, 7", ,Known for its straight trunk  broad oval form  and hardiness. 
817,Superior Plum,Prunus,15 ft,15 ft,Upright, ,Large fruit with dark red skin and yellow flesh - good for fresh eating;  jam and jelly.,White,Attract wildlife;  Edible landscape;  Fruit;  Pollinator garden,Full sun,"4, 5, 6, 7, 8", ,Red - Burbank x  Kaga  (P. simonii) 1933. Released by the University of Minnesota. Use Toka for pollination. Good for pollinators.
552,Susan Magnolia,Magnolia lilifolia,12 ft,12 ft,Compact;     Rounded,Spring,Slender red-purple buds open to flowers with slightly twisted petals.,Puple,Fragrance;     Focal point;     Hedge;     Backdrop,Full sun;     Part shade,"4, 5, 6, 7, 8",Prefers acidic;     Prefers organic;     Prefers evenly-moist;     Prefers well-drained,Late blooming.
503,Sutherland Rocky Mountain Juniper,Juniperus scopulorum,18 ft,6 ft,Columnar; Pyramidal; Upright,Spring; Summer; Fall; Winter; Year-round,Silvery green foliage all year., ,Backdrop; Focal point; Screen,Full sun,"3, 4, 5, 6, 7",Adaptable; Tolerates alkaline; Tolerates sandy soil,Tolerates windy
904,Swamp Azalea,Rhododendron viscosum,5 ft,6 ft,Open,Spring,White flowers in spring with a spicy clove-like scent; lustrous bright green leaves in summer.,White,Border;      Foundation planting,Full sun;      Part sun,"4, 5, 6, 7, 8, 9",Prefers acidic;      Prefers evenly-moist,Native to wet areas in New England.
181,Swamp Falsecypress,Chamaecyparis pisifera,15 ft,12 ft,Weeping,Fall;      Spring;      Summer;      Winter;      Year-round,Drooping branches and yellow foliage all year., ,Focal point;      Rock garden,Full sun,"4, 5, 6, 7, 8", ,2006 Plant of Merit. Striking yellow  soft  feathery foliage. Slow growing. Good as accent or in a rock garden.
1431,Swamp Milkweed,Asclepias incarnata var. incarnata,40 in,15 in,Upright,Mid-summer; Late summer; Early fall,Showy seed pods follow flowering,Pink; Red; White,Attract wildlife; Boulevard planting; Butterfly garden; Native; Natural planting; Pollinator garden; Prairie planting,Full sun,"3, 4, 5, 6, 7, 8, 9",Adaptable,Tolerates wet soils but doesn't need it does well in most garden soils.  Also good for cutting. Good for pollinators. Nectar source for adult monarchs. Monarch larvae food source.
2854,Swamp rose,Rosa palustrus,5 ft,3 ft,Medium coarse,Upright,Summer,Pink,Attract wildlife;    Backdrop;    Butterfly garden;    Cutting;    Drying;    Erosion control;    Foundation planting;    Fragrance;    Native;    Natural planting;    Pollinator garden;    Prairie planting,Full sun;    Part sun,"3, 4, 5, 6, 7",Prefers loam;    Prefers wet, 
868,Swamp White Oak,Quercus bicolor,60 ft,50 ft,Oval, ,Green summer foliage turns yellow-red in fall., ,Attract wildlife; Backdrop; Native; Natural planting; Prairie planting; Shade tree; Street tree; Woodland garden,Full sun; Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist; Tolerates dry; Tolerates sandy soil,"Brown acorns are striped with green when young and grown on 2-4"" stalks. Plants for the Great Plains Award winner 1999. More coarse"
1535,Swan River Daisy,Brachycome iberidifolia,16 in,12 in,Mound,Early summer;     Mid-summer;     Late summer,Flowers have a dark eye and are fragrant,White;  Rose;  Blue;  Purple,Border;     Container,Full sun,Annual, ,Blooms best in cool weather
778,Swedish Columnar Aspen,Populus tremula,40 ft,10 ft,Columnar,Fall,Fall yellow foliage, ,Screen;     Backdrop,Full sun,"2, 3, 4, 5", ,Glossy green foliage turns yellow in fall. Good replacement for Lombardy Popular.
2520,Swedish Ivy,Plectranthus australis,24 in,24 in,Spreading,Early summer;     Mid-summer;     Late summer,Shiny green foliage;  small purple flowers,Purple,Container,Full sun,Annual, , 
